Code INSEE
01436
01227
01104
01082
01363
02755
02478
02303
02355
02119
02631
02168
03227
03196
04175
04159
04049
04079
04026
04104
04214
04004
04158
04062
05107
05054
05177
04170
07185
08291
08096
08400
08004
08229
08146
08307
08372
08202
08274
08008
08021
08148
08150
08313
08283
08479
08316
10157
10140
10005
10178
10200
10215
10003
10350
10234
10316
10392
10066
10007
10113
10137
10038
10145
10318
10383
10128
10009
10308
10348
10086
10020
10153
10154
10231
10254
10047
10073
10228
10271
10075
10365
11316
11225
12065
12239
12092
12206
12231
12250
14682
14740
14280
14016
15164
15238
15184
15192
16243
17068
17081
17282
17305
17454
17116
17362
17029
17177
17132
17182
17322
17287
17378
17210
17279
17390
17178
17196
17438
17018
17124
17137
17327
17384
17157
17435
17033
17013
17046
17226
17440
17459
17467
17174
17117
17271
17180
17217
17377
17427
17233
17249
17270
17341
17149
17162
17301
17416
17422
17477
17478
17076
17175
17316
17357
17293
17026
17070
17329
17047
17122
17273
17304
19256
19114
19161
19036
19057
2A253
21246
21630
22087
22023
23023
24406
24470
25612
26352
26292
26353
27212
27498
27358
27324
27043
27054
27578
27466
27057
27189
27217
27424
27446
27472
27243
27361
27561
27111
27144
27259
27360
27368
27478
27248
27547
27009
27359
27427
27415
27460
27463
27569
27669
27014
27127
27335
27624
27345
27625
27346
27124
27006
27163
27563
27645
27558
27434
27307
27315
27304
27318
27380
27306
27347
27353
27525
27554
28226
28309
28170
29082
29193
29202
30323
30024
30052
30195
30119
30072
30121
30192
30349
30234
30267
30218
30335
30204
30229
30187
30139
30143
30025
30040
30353
31470
31153
31520
32069
32081
32178
32170
33406
33483
33262
33281
33120
33464
34039
34043
34067
35335
35340
36052
36238
36076
36090
36133
36197
36017
37178
38304
38364
38342
38403
39246
39399
40330
40201
40145
40225
40228
41283
42160
42266
42295
44199
44201
44051
44086
45134
45241
45094
45161
45189
45129
45199
45001
45017
45150
45243
45348
45251
45225
45023
45114
45158
45303
45328
45092
45216
45247
45283
45100
47056
47039
48018
48045
48188
50145
50172
51181
51448
51488
51198
51552
51227
51056
51155
51475
51039
51059
51066
51220
51545
51229
51289
51290
51423
51654
51597
51153
51378
52534
52497
52502
52366
52380
52486
52346
52456
52547
52397
52308
52419
52467
52289
52373
52353
54029
55397
55085
55401
55043
56199
56074
56060
56218
56045
56128
56027
56134
56210
56006
56079
56072
56173
57669
58158
58184
59612
60196
60590
61494
62205
62006
62103
62237
62658
62471
62467
62484
62320
62196
62207
62332
62307
62806
62233
62898
62678
62393
62008
62644
62837
62504
62772
62058
62325
62078
62227
62372
62798
62402
62904
62236
63085
64274
64469
65011
65164
65247
65280
65457
65444
65455
65211
65270
65337
65346
65357
65335
65479
65136
65209
65363
65377
65292
65298
65230
65427
65053
65158
65267
65056
65036
65202
65400
65176
65028
65137
65412
65472
66138
68008
68181
68185
69168
69004
69253
69014
70150
70416
70116
70147
70076
71012
71060
71434
71479
71219
71039
71181
71495
71584
71591
71213
71396
71420
71490
73075
73296
73166
73015
79070
80246
80495
81215
81270
82118
82177
82004
82034
82029
82017
82057
82024
82099
82169
82162
82138
82036
82173
82023
84022
84146
84140
84130
84051
84121
84117
84123
84075
86169
86250
86049
86127
86012
86040
86069
86161
86147
87087
88519
89470
92071
92047
97357
97420
76529
76356
76611
77025
77335
77358
77179
77526
77156
77333
77090
77466
77364
77175
77178
77072
77177
77525
77032
77113
77247
77287
77303
77304
77119
77136
77095
77515
77498
77406
77365
77252
77253
77045
77141
77425
77415
77261
77086
77003
77088
77198
77328
77477
77480
77009
77200
77412
77035
77313
77020
78640
78623
78071
78506
78349
